Taxon	Agile	Amber	Apple	Brave	Cedar	Crown	Dance	Drive	Dwell	Eagle	Earth	Fleet	Giant	Glint	Grace	Honor	Inlet	Joker	Kneel	Knife	Latch	Lemon	Magic	Mover	North	Novel	Ocean	Outer	Overt	Paint	Quiet	Quirk	Roast	Rocky	Shore	Smart	Spark	Storm	Trend	Truce	Unity	Value	Vapor	Water	Woven	Zebra	taxonomy
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	d__Bacteria; p__Cyanobacteria; o__Oscillatoriales; f__Coleofasciculaceae
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Cyanothecaceae	2	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	2	4	1	0	d__Bacteria; p__Cyanobacteria; o__Oscillatoriales; f__Cyanothecaceae
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Oscillatoriales; f__Gomontiellaceae
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	0	2	1	1	1	0	1	0	1	0	0	1	0	0	4	1	0	0	1	0	1	1	2	0	0	0	2	2	2	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	d__Bacteria; p__Cyanobacteria; o__Oscillatoriales; f__Microcoleaceae
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	3	1	0	0	0	1	0	1	0	0	0	0	2	1	0	3	0	1	1	1	1	1	0	0	1	0	4	2	1	0	1	0	0	1	2	0	1	1	1	0	0	0	0	2	0	1	d__Bacteria; p__Cyanobacteria; o__Oscillatoriales; f__Oscillatoriaceae
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Cyanobacteria; o__Pleurocapsales; f__Dermocarpellaceae
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Pleurocapsales; f__Hyellaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Acaryochloridaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Chamaesiphonaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae	0	2	1	0	2	0	2	1	0	0	0	0	2	0	1	0	2	1	0	0	1	0	0	0	1	0	2	2	1	0	2	1	1	1	2	2	1	1	1	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Leptolyngbyaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Merismopediaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochloraceae	0	2	2	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Prochloraceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Prochlorotrichaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Pseudanabaenaceae
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	3	2	4	6	3	12	3	9	3	5	2	6	1	5	4	7	1	3	0	4	5	1	2	3	7	0	4	9	2	0	5	3	0	7	3	5	0	1	5	0	0	0	5	1	3	2	d__Bacteria; p__Cyanobacteria; o__Synechococcales; f__Synechococcaceae
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	0	1	1	2	1	1	2	2	0	1	0	0	1	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	2	1	1	4	8	19	4	16	4	2	3	11	2	6	7	8	4	6	1	11	4	3	7	1	2	0	6	1	4	3	8	5	1	6	0	5	1	2	5	0	0	0	14	5	3	0	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Deinococcaceae
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Deinococcales; f__Trueperaceae
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae	2	0	0	1	1	2	0	4	3	0	0	3	1	2	1	5	4	4	0	7	0	1	2	0	2	0	3	0	3	0	6	5	1	2	0	2	1	0	1	0	0	0	4	1	0	1	d__Bacteria; p__Deinococcus-Thermus; c__Deinococci; o__Thermales; f__Thermaceae
d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	d__Bacteria; p__Dictyoglomi; c__Dictyoglomia; o__Dictyoglomales; f__Dictyoglomaceae
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae
d__Bacteria|p__Elusimicrobia|c__Endomicrobia|o__Endomicrobiales|f__Endomicrobiaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	d__Bacteria; p__Elusimicrobia; c__Endomicrobia; o__Endomicrobiales; f__Endomicrobiaceae
d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	2	0	1	0	0	1	2	1	0	3	0	1	1	1	0	0	6	0	0	1	1	0	2	0	0	0	1	7	0	0	3	2	0	1	4	1	1	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	0	1	1	1	2	2	5	7	2	0	0	4	2	3	7	5	1	1	0	4	1	2	2	2	0	0	4	1	0	4	5	2	1	2	4	0	0	0	1	0	0	1	1	0	1	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	36	56	32	28	37	25	29	18	45	26	25	43	35	33	62	27	52	59	24	30	41	30	35	14	11	0	44	39	23	43	28	26	33	64	41	33	29	22	18	0	0	0	21	25	18	44	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	0	2	0	1	0	5	1	1	1	1	1	0	2	3	6	0	1	1	3	5	3	2	2	0	0	0	5	3	1	0	0	0	1	9	4	3	1	0	2	0	0	0	2	3	1	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	16	36	35	22	53	44	21	20	31	25	17	33	33	27	66	43	30	39	19	32	33	35	32	17	21	0	46	35	27	34	39	34	23	66	20	20	22	19	24	0	0	1	35	32	21	31	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	9	7	11	6	7	2	8	6	6	5	3	8	5	4	18	10	12	10	3	6	4	5	7	2	4	0	12	4	7	13	4	6	8	15	8	9	4	3	5	0	0	1	9	4	4	9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae	0	0	1	1	0	3	0	2	0	1	0	2	2	0	2	0	1	0	1	3	0	2	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Sporolactobacillaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	16489	4895	18945	3151	3746	5694	6389	4065	3631	29041	2670	5254	4860	3631	26325	5180	6660	6602	4208	7274	3705	3828	6090	13861	4469	102	7378	12831	4985	12606	5389	3290	14643	15302	5190	3894	2531	1630	3829	152	191	599	6363	7916	2595	7578	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	0	0	0	3	1	0	0	1	1	0	0	0	0	3	1	0	0	1	0	0	1	0	3	0	2	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	1	2	2	2	3	0	2	1	2	1	1	2	1	1	4	0	1	2	1	3	2	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	2	0	0	7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2	0	4	0	0	0	2	0	2	2	0	1	1	2	2	2	3	1	2	1	1	2	2	1	1	0	1	3	0	1	0	1	3	3	1	0	0	0	1	0	0	0	1	0	1	3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	17	54	23	19	2761	11	20	2	39	20	24	22	22	9	39	8	14	48	18	73	11	10	22	30	12	0	41	15	56	7	35	17	40	84	32	79	59	14	15	0	0	2	18	38	13	51	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	19	21	37	10	676	22	16	17	15	118	13	19	25	96	59	11	21	31	628	51	23	14	78	11	12	1	10	35	33	22	287	19	83	35	97	21	62	29	14	4	1	0	12	38	8	62	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	6	1	8	2	2	3	4	2	1	5	2	6	3	1	14	0	2	3	1	2	2	0	4	0	1	0	1	6	0	7	1	4	10	36	15	11	0	1	2	0	0	0	1	4	1	5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	970	1381	862	45	2504	160	171	33	62	476	125	79	428	48	861	242	578	874	2431	448	246	101	159	44	42	5	325	245	327	516	50	78	951	978	3881	229	83	272	257	16	0	30	108	259	74	1035	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	3	4	5	3	7	14	2	0	6	2	2	11	11	5	3	30	7	8	1	6	4	13	5	1	11	0	11	3	7	13	4	6	5	1	2	13	2	3	8	0	0	0	11	4	9	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	804	257	217	185	151	108	122	76	153	194	128	199	170	70	567	121	230	162	417	540	236	162	101	95	127	3	279	246	154	100	63	167	336	712	244	156	144	81	183	3	0	0	171	364	146	226	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII._Incertae_Sedis	7	5	10	6	15	4	5	14	4	3	2	9	6	7	5	2	7	9	12	7	11	4	11	4	4	0	2	7	6	16	1	7	13	27	2	5	2	3	2	0	0	0	4	14	4	8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_Family_XIII._Incertae_Sedis
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XVI._Incertae_Sedis	0	2	1	0	1	0	0	3	1	0	0	0	0	0	3	0	0	3	0	1	0	0	0	2	0	0	3	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	1	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_Family_XVI._Incertae_Sedis
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XVII._Incertae_Sedis	0	0	0	2	1	3	2	0	0	0	0	3	1	1	1	7	0	0	1	1	2	0	0	1	1	0	2	1	2	0	4	3	0	0	0	0	0	0	0	0	0	0	4	0	2	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_Family_XVII._Incertae_Sedis
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	670	1281	1397	423	279	521	595	167	1116	365	294	313	387	445	1671	118	1134	1055	508	647	415	317	203	624	159	3	472	298	286	195	171	375	1138	4579	670	466	195	259	271	2	1	3	153	724	871	1776	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Heliobacteriaceae	3	0	0	6	4	3	1	4	1	1	0	2	0	6	2	3	3	0	0	3	1	3	1	0	0	0	3	5	1	0	2	1	0	0	1	1	1	0	1	0	0	0	2	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Heliobacteriaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae	8	12	9	6	7	13	11	8	16	8	7	11	12	6	22	11	11	10	7	8	11	9	11	0	6	0	20	13	5	7	6	4	18	24	8	5	7	5	7	0	0	0	10	9	7	14	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Hungateiclostridiaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	3132	6335	4899	1227	3048	2897	4630	1188	2336	3931	3736	3944	8107	4826	6728	671	22466	4398	6593	4545	5064	2966	1040	2176	1448	8	5328	2358	3048	4511	1805	2396	11013	13889	1705	8262	5698	2789	2511	13	7	17	2884	6239	2562	6033	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	99	35	157	183	177	231	60	222	70	226	221	238	98	107	94	335	99	503	22	385	89	196	61	140	210	0	205	43	411	572	162	436	58	70	70	256	121	260	229	1	0	1	318	52	131	40	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Oscillospiraceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae	11	11	7	10	21	24	4	5	14	12	6	12	11	20	14	19	15	22	4	15	13	15	10	2	9	0	19	7	8	8	9	11	14	27	13	10	9	8	9	0	0	0	15	13	3	13	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	126	244	142	87	154	165	56	52	147	121	103	181	225	111	366	80	254	182	160	165	110	158	54	128	112	1	203	99	122	156	31	125	122	344	152	255	127	107	190	0	1	2	168	188	130	255	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	7657	956	4322	2473	6169	5293	1757	2795	4032	9375	906	5519	4475	2449	4641	1080	5925	7848	750	7494	2185	4305	1475	416	5617	13	7527	4697	4411	1323	2206	5999	3589	10150	3993	4754	3853	3918	7284	6	7	14	10633	7348	800	4256	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Symbiobacteriaceae	0	1	3	1	1	6	0	2	1	0	0	2	2	2	0	1	0	0	0	3	1	1	2	0	1	0	0	1	0	0	1	2	0	1	0	0	0	0	3	0	0	0	1	0	1	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Symbiobacteriaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae	1	2	1	1	2	1	1	1	0	1	1	3	1	1	1	0	3	2	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae	0	1	1	1	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halobacteroidaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Natranaerobiales; f__Natranaerobiaceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae	7	3	1	1	2	5	0	2	4	2	8	5	3	5	9	3	1	2	3	6	7	2	3	1	0	0	4	1	2	2	2	5	3	8	4	3	0	2	4	0	0	0	4	7	2	7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis	4	5	4	3	0	4	1	1	2	4	0	4	4	2	10	4	3	12	1	3	4	2	0	1	2	0	1	2	1	1	1	4	0	4	3	1	1	0	2	0	0	0	4	1	1	4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacterales_Family_III._Incertae_Sedis
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_IV._Incertae_Sedis	2	0	0	0	2	3	0	2	0	0	0	0	0	1	2	1	0	0	0	1	1	2	0	0	0	0	3	0	2	1	1	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacterales_Family_IV._Incertae_Sedis
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermodesulfobiaceae
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	300	633	229	98	174	117	82	45	172	184	195	166	107	52	257	178	337	199	194	811	175	178	128	74	77	0	290	127	197	460	71	162	349	1002	165	187	141	128	166	2	0	5	147	180	174	248	d__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae
d__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	0	0	0	0	0	2	1	1	0	1	0	2	0	0	0	1	0	1	0	1	0	1	2	1	2	0	2	0	1	0	0	1	0	0	0	0	1	0	3	0	0	0	1	1	1	0	d__Bacteria; p__Firmicutes; c__Limnochordia; o__Limnochordales; f__Limnochordaceae
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2	1	0	2	754	9	2	10	1	3	2	196	2	79	5	2	3	13	4	3	1	2	143	0	5	0	4	12	7	5	16	4	4	1	8	3	1	4	3	0	0	0	4	6	2	2	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	10	5	11	23	33	15	182	21	5	10	6	14	4	69	17	20	125	8	2	6	8	11	71	2	13	0	9	13	19	10	68	9	2	126	9	14	3	5	18	1	0	0	14	8	9	5	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae	1	1	2	0	3	2	3	2	0	0	0	2	0	0	4	0	3	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	1	0	2	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	26	76	16	25	1325	13	38	73	560	39	8	14	16	551	350	12	15	15	124	17	26	18	376	5	8	0	24	524	425	4	692	6	10	63	13	49	9	23	35	0	4	0	21	28	16	36	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Gottschalkiaceae	0	0	1	0	0	0	0	0	2	1	0	1	0	0	2	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Gottschalkiaceae
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	54	11	22	8	1	5	10	5	3	2	7	4	5	3	6	3	4	4	116	8	4	4	4	2	4	0	6	14	1	5	2	7	26	16	25	5	3	2	5	2	2	46	4	14	6	51	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Tissierellaceae
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	6	8	7	3	4	2	2	2	5	2	3	3	4	3	4	1	6	14	2	8	2	7	3	2	2	0	3	2	31	4	0	5	7	15	123	2	4	1	0	0	0	2	0	3	1	7	d__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	2	5	0	2	1	2	1	2	2	4	3	2	3	0	4	0	2	1	3	0	1	0	5	1	0	0	3	2	3	2	0	3	0	3	2	1	2	0	2	0	0	0	1	3	1	2	d__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae	1	0	2	2	3	3	1	4	4	0	0	2	1	1	1	0	0	1	1	0	0	0	0	1	3	0	1	0	1	0	1	3	0	0	1	1	1	0	1	0	0	0	4	0	0	1	d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	d__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae
